	Code	Name
COG1865	H	Coenzyme transport and metabolism
COG1866	C	Energy production and conversion
COG1867	J	Translation, ribosomal structure and biogenesis
COG1868	N	Cell motility
COG1869	G	Carbohydrate transport and metabolism
COG1871	N	Cell motility
COG1871	T	Signal transduction mechanisms
COG1872	S	Function unknown
COG1873	R	General function prediction only
COG1874	G	Carbohydrate transport and metabolism
COG1875	R	General function prediction only
COG1876	M	Cell wall/membrane/envelope biogenesis
COG1877	G	Carbohydrate transport and metabolism
COG1878	E	Amino acid transport and metabolism
COG1879	G	Carbohydrate transport and metabolism
COG1880	C	Energy production and conversion
COG1881	R	General function prediction only
COG1882	C	Energy production and conversion
COG1883	C	Energy production and conversion
COG1884	I	Lipid transport and metabolism
COG1885	S	Function unknown
COG1886	N	Cell motility
COG1886	U	Intracellular trafficking, secretion, and vesicular transport
COG1887	M	Cell wall/membrane/envelope biogenesis
COG1887	I	Lipid transport and metabolism
COG1888	S	Function unknown
COG1889	J	Translation, ribosomal structure and biogenesis
COG1890	J	Translation, ribosomal structure and biogenesis
COG1891	S	Function unknown
COG1892	G	Carbohydrate transport and metabolism
COG1893	H	Coenzyme transport and metabolism
COG1894	C	Energy production and conversion
COG1895	S	Function unknown
COG1896	F	Nucleotide transport and metabolism
COG1896	R	General function prediction only
COG1897	E	Amino acid transport and metabolism
COG1898	M	Cell wall/membrane/envelope biogenesis
COG1899	O	Posttranslational modification, protein turnover, chaperones
COG1899	J	Translation, ribosomal structure and biogenesis
COG1900	S	Function unknown
COG1901	J	Translation, ribosomal structure and biogenesis
COG1902	C	Energy production and conversion
COG1903	H	Coenzyme transport and metabolism
COG1904	G	Carbohydrate transport and metabolism
COG1905	C	Energy production and conversion
COG1906	S	Function unknown
COG1907	R	General function prediction only
COG1908	C	Energy production and conversion
COG1909	S	Function unknown
COG1910	P	Inorganic ion transport and metabolism
COG1911	J	Translation, ribosomal structure and biogenesis
COG1912	H	Coenzyme transport and metabolism
COG1913	R	General function prediction only
COG1914	P	Inorganic ion transport and metabolism
COG1915	S	Function unknown
COG1916	S	Function unknown
COG1917	R	General function prediction only
COG1918	P	Inorganic ion transport and metabolism
COG1920	H	Coenzyme transport and metabolism
COG1921	J	Translation, ribosomal structure and biogenesis
COG1922	M	Cell wall/membrane/envelope biogenesis
COG1923	T	Signal transduction mechanisms
COG1924	I	Lipid transport and metabolism
COG1925	T	Signal transduction mechanisms
COG1925	G	Carbohydrate transport and metabolism
COG1926	R	General function prediction only
COG1927	C	Energy production and conversion
COG1928	O	Posttranslational modification, protein turnover, chaperones
COG1929	G	Carbohydrate transport and metabolism
COG1930	P	Inorganic ion transport and metabolism
COG1931	R	General function prediction only
COG1932	H	Coenzyme transport and metabolism
COG1932	E	Amino acid transport and metabolism
COG1933	L	Replication, recombination and repair
COG1934	M	Cell wall/membrane/envelope biogenesis
COG1935	S	Function unknown
COG1936	F	Nucleotide transport and metabolism
COG1937	K	Transcription
COG1938	R	General function prediction only
COG1939	J	Translation, ribosomal structure and biogenesis
COG1940	K	Transcription
COG1940	G	Carbohydrate transport and metabolism
COG1941	C	Energy production and conversion
COG1942	Q	Secondary metabolites biosynthesis, transport and catabolism
COG1943	X	Mobilome: prophages, transposons
COG1944	J	Translation, ribosomal structure and biogenesis
COG1945	E	Amino acid transport and metabolism
COG1946	I	Lipid transport and metabolism
COG1947	I	Lipid transport and metabolism
COG1948	L	Replication, recombination and repair
COG1949	A	RNA processing and modification
COG1950	S	Function unknown
COG1951	C	Energy production and conversion
COG1952	U	Intracellular trafficking, secretion, and vesicular transport
COG1953	F	Nucleotide transport and metabolism
COG1953	H	Coenzyme transport and metabolism
COG1954	K	Transcription
COG1955	N	Cell motility
COG1956	V	Defense mechanisms
COG1956	T	Signal transduction mechanisms
COG1957	F	Nucleotide transport and metabolism
COG1958	K	Transcription
COG1959	K	Transcription
COG1960	I	Lipid transport and metabolism
COG1961	L	Replication, recombination and repair
COG1962	H	Coenzyme transport and metabolism
COG1963	R	General function prediction only
COG1964	R	General function prediction only
COG1965	P	Inorganic ion transport and metabolism
COG1966	T	Signal transduction mechanisms
COG1967	S	Function unknown
COG1968	I	Lipid transport and metabolism
COG1969	C	Energy production and conversion
COG1970	M	Cell wall/membrane/envelope biogenesis
COG1971	P	Inorganic ion transport and metabolism
COG1972	F	Nucleotide transport and metabolism
COG1973	O	Posttranslational modification, protein turnover, chaperones
COG1974	K	Transcription
COG1974	T	Signal transduction mechanisms
COG1975	O	Posttranslational modification, protein turnover, chaperones
COG1976	J	Translation, ribosomal structure and biogenesis
COG1977	H	Coenzyme transport and metabolism
COG1978	R	General function prediction only
COG1979	C	Energy production and conversion
COG1980	G	Carbohydrate transport and metabolism
COG1981	S	Function unknown
COG1982	E	Amino acid transport and metabolism
COG1983	K	Transcription
COG1983	T	Signal transduction mechanisms
COG1984	E	Amino acid transport and metabolism
COG1985	H	Coenzyme transport and metabolism
COG1986	F	Nucleotide transport and metabolism
COG1986	V	Defense mechanisms
COG1987	N	Cell motility
COG1988	R	General function prediction only
COG1989	N	Cell motility
COG1989	U	Intracellular trafficking, secretion, and vesicular transport
COG1990	J	Translation, ribosomal structure and biogenesis
COG1991	S	Function unknown
COG1992	R	General function prediction only
COG1993	T	Signal transduction mechanisms
COG1994	O	Posttranslational modification, protein turnover, chaperones
COG1995	H	Coenzyme transport and metabolism
COG1996	K	Transcription
COG1997	J	Translation, ribosomal structure and biogenesis
COG1998	J	Translation, ribosomal structure and biogenesis
COG1999	O	Posttranslational modification, protein turnover, chaperones
COG2000	R	General function prediction only
COG2001	J	Translation, ribosomal structure and biogenesis
COG2002	K	Transcription
COG2002	V	Defense mechanisms
COG2003	L	Replication, recombination and repair
COG2004	J	Translation, ribosomal structure and biogenesis
COG2005	K	Transcription
COG2006	S	Function unknown
COG2007	J	Translation, ribosomal structure and biogenesis
COG2008	E	Amino acid transport and metabolism
COG2009	C	Energy production and conversion
COG2010	C	Energy production and conversion
COG2011	E	Amino acid transport and metabolism
COG2012	K	Transcription
COG2013	S	Function unknown
COG2014	S	Function unknown
COG2015	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2016	J	Translation, ribosomal structure and biogenesis
COG2017	G	Carbohydrate transport and metabolism
COG2018	T	Signal transduction mechanisms
COG2019	F	Nucleotide transport and metabolism
COG2020	O	Posttranslational modification, protein turnover, chaperones
COG2021	E	Amino acid transport and metabolism
COG2022	H	Coenzyme transport and metabolism
COG2023	J	Translation, ribosomal structure and biogenesis
COG2024	J	Translation, ribosomal structure and biogenesis
COG2025	C	Energy production and conversion
COG2026	V	Defense mechanisms
COG2027	M	Cell wall/membrane/envelope biogenesis
COG2028	S	Function unknown
COG2029	S	Function unknown
COG2030	I	Lipid transport and metabolism
COG2031	I	Lipid transport and metabolism
COG2032	P	Inorganic ion transport and metabolism
COG2033	C	Energy production and conversion
COG2034	S	Function unknown
COG2035	S	Function unknown
COG2036	B	Chromatin structure and dynamics
COG2037	C	Energy production and conversion
COG2038	H	Coenzyme transport and metabolism
COG2039	O	Posttranslational modification, protein turnover, chaperones
COG2040	E	Amino acid transport and metabolism
COG2041	C	Energy production and conversion
COG2042	J	Translation, ribosomal structure and biogenesis
COG2043	S	Function unknown
COG2044	R	General function prediction only
COG2045	H	Coenzyme transport and metabolism
COG2045	R	General function prediction only
COG2046	P	Inorganic ion transport and metabolism
COG2047	R	General function prediction only
COG2048	C	Energy production and conversion
COG2049	E	Amino acid transport and metabolism
COG2050	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2051	J	Translation, ribosomal structure and biogenesis
COG2052	M	Cell wall/membrane/envelope biogenesis
COG2053	J	Translation, ribosomal structure and biogenesis
COG2054	R	General function prediction only
COG2055	C	Energy production and conversion
COG2056	E	Amino acid transport and metabolism
COG2057	I	Lipid transport and metabolism
COG2058	J	Translation, ribosomal structure and biogenesis
COG2059	P	Inorganic ion transport and metabolism
COG2060	P	Inorganic ion transport and metabolism
COG2061	R	General function prediction only
COG2062	T	Signal transduction mechanisms
COG2063	N	Cell motility
COG2064	W	Extracellular structures
COG2065	F	Nucleotide transport and metabolism
COG2066	E	Amino acid transport and metabolism
COG2067	I	Lipid transport and metabolism
COG2068	H	Coenzyme transport and metabolism
COG2069	C	Energy production and conversion
COG2070	R	General function prediction only
COG2071	E	Amino acid transport and metabolism
COG2072	P	Inorganic ion transport and metabolism
COG2073	H	Coenzyme transport and metabolism
COG2074	G	Carbohydrate transport and metabolism
COG2075	J	Translation, ribosomal structure and biogenesis
COG2076	V	Defense mechanisms
COG2077	O	Posttranslational modification, protein turnover, chaperones
COG2078	S	Function unknown
COG2079	G	Carbohydrate transport and metabolism
COG2080	C	Energy production and conversion
COG2081	R	General function prediction only
COG2082	H	Coenzyme transport and metabolism
COG2083	S	Function unknown
COG2084	I	Lipid transport and metabolism
COG2085	R	General function prediction only
COG2086	C	Energy production and conversion
COG2087	H	Coenzyme transport and metabolism
COG2088	D	Cell cycle control, cell division, chromosome partitioning
COG2089	M	Cell wall/membrane/envelope biogenesis
COG2090	S	Function unknown
COG2091	H	Coenzyme transport and metabolism
COG2092	J	Translation, ribosomal structure and biogenesis
COG2093	K	Transcription
COG2094	L	Replication, recombination and repair
COG2095	E	Amino acid transport and metabolism
COG2096	H	Coenzyme transport and metabolism
COG2097	J	Translation, ribosomal structure and biogenesis
COG2098	S	Function unknown
COG2099	H	Coenzyme transport and metabolism
COG2100	R	General function prediction only
COG2101	K	Transcription
COG2102	J	Translation, ribosomal structure and biogenesis
COG2103	M	Cell wall/membrane/envelope biogenesis
COG2104	H	Coenzyme transport and metabolism
COG2105	R	General function prediction only
COG2106	R	General function prediction only
COG2107	R	General function prediction only
COG2108	S	Function unknown
COG2109	H	Coenzyme transport and metabolism
COG2110	J	Translation, ribosomal structure and biogenesis
COG2111	P	Inorganic ion transport and metabolism
COG2112	T	Signal transduction mechanisms
COG2113	E	Amino acid transport and metabolism
COG2114	T	Signal transduction mechanisms
COG2115	G	Carbohydrate transport and metabolism
COG2116	P	Inorganic ion transport and metabolism
COG2117	J	Translation, ribosomal structure and biogenesis
COG2118	R	General function prediction only
COG2119	R	General function prediction only
COG2120	G	Carbohydrate transport and metabolism
COG2121	S	Function unknown
COG2122	S	Function unknown
COG2123	J	Translation, ribosomal structure and biogenesis
COG2124	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2124	V	Defense mechanisms
COG2125	J	Translation, ribosomal structure and biogenesis
COG2126	J	Translation, ribosomal structure and biogenesis
COG2127	O	Posttranslational modification, protein turnover, chaperones
COG2128	P	Inorganic ion transport and metabolism
COG2129	R	General function prediction only
COG2130	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2130	R	General function prediction only
COG2131	F	Nucleotide transport and metabolism
