term	name	hierarchy
GO:0016868	intramolecular transferase activity, phosphotransferases	molecular_function|catalytic activity|isomerase activity|intramolecular transferase activity
GO:0004645	phosphorylase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups
GO:0000030	mannosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups
GO:0005186	pheromone activity	molecular_function|binding|protein binding|receptor binding
GO:0050827	toxin receptor binding	molecular_function|binding|protein binding|receptor binding
GO:0006565	L-serine catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process
GO:0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0047407	ADP-ribosyl-[dinitrogen reductase] hydrolase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0019836	hemolysis by symbiont of host erythrocytes	biological_process|cellular process|cytolysis|cytolysis in other organism|hemolysis in other organism|hemolysis in other organism involved in symbiotic interaction
GO:0005129	granulocyte macrophage colony-stimulating factor receptor binding	molecular_function|binding|protein binding|receptor binding|cytokine receptor binding
GO:0006542	glutamine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process
GO:0006542	glutamine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|glutamine metabolic process
GO:0018579	protocatechuate 4,5-dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|dioxygenase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0018579	protocatechuate 4,5-dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0004647	phosphoserine phosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0004401	histidinol-phosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0004743	pyruvate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	molecular_function|electron carrier activity
GO:0033130	acetylcholine receptor binding	molecular_function|binding|protein binding|receptor binding
GO:0016849	phosphorus-oxygen lyase activity	molecular_function|catalytic activity|lyase activity
GO:0019165	thiamine kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0019165	thiamine kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0003839	gamma-glutamylcyclotransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring amino-acyl groups
GO:0030570	pectate lyase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|carbon-oxygen lyase activity, acting on polysaccharides
GO:0047200	tetrahydrodipicolinate N-acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups|N-acyltransferase activity|N-acetyltransferase activity
GO:0047200	tetrahydrodipicolinate N-acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups|acetyltransferase activity|N-acetyltransferase activity
GO:0042625	ATPase coupled ion transmembrane transporter activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances
GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances|ATPase coupled ion transmembrane transporter activity|ATPase-coupled anion transmembrane transporter activity
GO:0004358	glutamate N-acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups|N-acyltransferase activity|N-acetyltransferase activity
GO:0004358	glutamate N-acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups|acetyltransferase activity|N-acetyltransferase activity
GO:0051540	metal cluster binding	molecular_function|binding
GO:0005212	structural constituent of eye lens	molecular_function|structural molecule activity
GO:0006522	alanine metabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process
GO:0004106	chorismate mutase activity	molecular_function|catalytic activity|isomerase activity|intramolecular transferase activity
GO:0004559	alpha-mannosidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing O-glycosyl compounds|mannosidase activity
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0007005	mitochondrion organization	biological_process|cellular process|cellular component organization|organelle organization
GO:0004632	phosphopantothenate--cysteine ligase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|acid-amino acid ligase activity
GO:0004629	phospholipase C activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|lipase activity|phospholipase activity
GO:0004629	phospholipase C activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|lipase activity|phospholipase activity
GO:0016002	sulfite reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors
GO:0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	molecular_function|catalytic activity|isomerase activity
GO:0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	molecular_function|catalytic activity|transferase activity
